id,name,type,description,sortId,skills,slots,rarity,attack,critical,defense,attribute,attributeValue,subattribute,subattributeValue,sharpness,takumi
"SlashAxe_044","布鲁图斯之暗斧","slash-axe","虚无斩斧无情而残酷的强化版。它将赐予谦逊低头者以救赎，并让露出獠牙者得到他们应得的报应。","19","HunterSkill_023,3","3,2,1","8","210","0","0","water","18","","","20,110,50,50,40,80,0","50,0,0,0"
"SlashAxe_045","护锁刃斩斧Ⅰ","slash-axe","以护锁刃龙素材制作的斩斧。握住它的那一刻，手柄处传来不可思议的力量，驱逐一切恐惧。","39","HunterSkill_022,2","1,1,0","4","170","-10","0","dragon","12","","","100,30,80,40,0,0,0","50,0,0,0"
"SlashAxe_046","护锁刃斩斧Ⅱ","slash-axe","以护锁刃龙素材制作的斩斧。握住它的那一刻，手柄处传来不可思议的力量，驱逐一切恐惧。","40","HunterSkill_022,2","2,2,0","6","210","-10","0","dragon","15","","","100,60,80,60,0,0,0","10,40,0,0"
"SlashAxe_047","护锁刃斩斧·珀西瓦里","slash-axe","强化后的护锁刃斩斧。弱者奋力伸手后所获、直指强者咽喉的不屈之刃。","41","HunterSkill_022,2","3,3,1","8","230","-10","0","dragon","18","","","100,70,50,70,60,0,0","10,40,0,0"
"SlashAxe_050","怪鸟火斧Ⅰ","slash-axe","将怪鸟奇特的喙进行彻底的研磨加工后，制作而成的斩斧。锋利度是其最大卖点。","52","HunterSkill_023,2","2,1,0","5","180","0","0","fire","26","","","90,100,50,60,0,0,0","20,30,0,0"
"SlashAxe_051","怪鸟火斧Ⅱ","slash-axe","将怪鸟奇特的喙进行彻底的研磨加工后，制作而成的斩斧。锋利度是其最大卖点。","53","HunterSkill_023,3","3,2,0","7","210","0","0","fire","32","","","100,110,30,70,40,0,0","20,30,0,0"
"SlashAxe_052","怪鸟撕裂火斧","slash-axe","怪鸟火斧的强化形态。犹如凶猛的怪鸟一般，能将万物撕碎烧毁。","54","HunterSkill_023,3","3,2,1","8","220","0","0","fire","35","","","100,120,20,60,50,0,0","0,50,0,0"
"SlashAxe_053","龙姬斩斧Ⅰ","slash-axe","雌火龙的斩斧，献给战场上端庄威严的公主。其纯白无瑕的身姿，即便浑身浴血依然美丽动人。","57","HunterSkill_056,2,HunterSkill_141,1","2,1,0","5","160","15","0","poison","12","","","50,70,40,90,50,0,0","50,0,0,0"
"SlashAxe_054","龙姬斩斧Ⅱ","slash-axe","雌火龙的斩斧，献给战场上端庄威严的公主。其纯白无瑕的身姿，即便浑身浴血依然美丽动人。","58","HunterSkill_056,3,HunterSkill_141,1","3,2,0","7","190","15","0","poison","15","","","40,80,40,110,30,50,0","50,0,0,0"
"SlashAxe_055","破盾者","slash-axe","龙姬斩斧的强化型。公主驰骋于战场的侧脸，在鲜血旋风的衬托下更显光彩。","59","HunterSkill_056,3,HunterSkill_141,1","3,2,1","8","210","15","0","poison","18","","","40,80,30,100,30,70,0","50,0,0,0"
"SlashAxe_056","护雷白斧Ⅰ","slash-axe","使用护雷颚龙素材制作的斩斧。唯有能以理性抑制蛮勇之力者方可使用。","55","HunterSkill_003,3","2,1,0","6","180","15","0","elec","21","","","40,100,100,60,0,0,0","10,40,0,0"
"SlashAxe_057","强击护雷斩斧","slash-axe","护雷白斧的强化版，具备强大到足以扭曲常理的力量。如果沉溺于这份力量，将会自取灭亡。","56","HunterSkill_003,3","3,2,1","8","210","15","0","elec","25","","","40,90,120,40,60,0,0","0,50,0,0"
"SlashAxe_058","斩斧毕宿五Ⅰ","slash-axe","体现千刃龙凶性的斩斧。斩斧挥出的轨迹宛若一条金色的光带。","109","HunterSkill_217,1","3,2,0","7","190","25","0","","","","","50,70,100,50,80,0,0","0,50,0,0"
"SlashAxe_059","叛伐斧毕宿五","slash-axe","斩斧毕宿五的强化版，是一把无穷无尽的斩斧。永不湮灭的意志将升起崭新的革命狼烟。","110","HunterSkill_217,1","3,2,1","8","210","25","0","","","","","50,70,100,50,50,30,0","50,0,0,0"
"SlashAxe_060","喷射烈炎斩斧Ⅰ","slash-axe","以火龙素材锻造而成的斩斧。能利用素材会生火的特性展开攻击。","60","HunterSkill_002,3","2,1,0","6","180","10","0","fire","21","","","100,70,40,30,60,0,0","50,0,0,0"
"SlashAxe_061","吞噬烈炎斩斧","slash-axe","熊熊燃烧的刀身，正是霸主的证明。持有喷射烈炎斩斧强化型的人，将成为炼狱之王。","61","HunterSkill_002,3","3,2,1","8","200","10","0","fire","25","","","100,70,50,40,40,50,0","50,0,0,0"
"SlashAxe_062","意志of轮廓Ⅰ","slash-axe","据说是收割生命之人很喜欢用的黑蚀龙之斩斧。缠绕着黑暗的迅速一击，甚至连光都能斩断。","62","HunterSkill_003,3","3,2,0","7","180","20","0","dragon","16","","","50,80,80,60,30,50,0","50,0,0,0"
"SlashAxe_063","意志of心灵","slash-axe","强化型的意志of轮廓是堕落之人的烙印。那把斧头会使出将生者带到黄泉的一击。","63","HunterSkill_003,3","3,2,1","8","200","20","0","dragon","20","","","50,50,90,50,30,80,0","50,0,0,0"
"SlashAxe_064","锁刃斩斧Ⅰ","slash-axe","使用锁刃龙素材制作的斩斧。据说此斩斧曾为古代骑士所用，以空前之怪力向君王毛遂自荐。","42","HunterSkill_022,3","3,2,0","7","200","0","0","dragon","22","","","50,50,50,80,80,40,0","50,0,0,0"
"SlashAxe_065","机械锯斧Ⅰ","slash-axe","由发现的武器碎片组成的古代斩斧。大小连立的锋刃诉说着往昔猎物的强大。","100","","2,2,2","6","170","5","0","","","","","80,40,60,80,40,0,0","20,30,0,0"
"SlashAxe_066","机械锯斧Ⅱ","slash-axe","由发现的武器碎片组成的古代斩斧。大小连立的锋刃诉说着往昔猎物的强大。","101","","2,2,2","7","180","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"SlashAxe_067","典雅锯刃","slash-axe","有着潜藏性能的太古斩斧。经过复原后的身姿值得被赞颂为开天辟地的神兵利器。","102","","3,3,3","8","190","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"SlashAxe_068","期冀斩斧","slash-axe","通过实地调查而改良的希望之斧。希望之路绝非一帆风顺。","5","HunterSkill_046,2,HunterSkill_001,2","3,2,1","8","210","0","0","","","","","50,60,50,60,40,90,0","50,0,0,0"
"SlashAxe_069","北风熊灵辟暴斧","slash-axe","在战斗中不断获得强化的辟暴斧。被战意侵袭的心智驱动着利刃，招来永无止境的争斗。","38","HunterSkill_023,3","3,2,1","8","230","-5","20","","","","","50,100,100,50,50,0,0","0,50,0,0"
"SlashAxe_070","锁刃斩斧·珀西瓦里","slash-axe","锁刃斩斧的强化版。传说身负神力的骑士曾以此斧击碎龙骨，以此剑将龙躯一刀两断。","43","HunterSkill_022,3","3,2,1","8","220","0","0","dragon","25","","","50,50,50,70,70,60,0","50,0,0,0"
"SlashAxe_071","白炽斩斧马哈塞亚Ⅰ","slash-axe","由白炽龙素材锻造，冠以纯真慈悲之名的斩斧。漆黑利刃无声出击，令万物回归寂静。","103","HunterSkill_204,1","3,2,0","7","210","5","0","dragon","10","","","90,40,90,40,50,40,0","50,0,0,0"
"SlashAxe_072","炽光斩斧马哈塞亚","slash-axe","马哈塞亚自天上传下意志——渴求慈悲的叹息者啊，便叫这颤动的光辉之翼赐予世间安宁。","104","HunterSkill_204,1","3,2,1","8","220","5","0","dragon","15","","","90,40,90,40,30,60,0","50,0,0,0"
"SlashAxe_074","狐斩斧【子规啼离恨】Ⅰ","slash-axe","活跃于乱世的美丽公主留下的优美斩斧。不规则的摩擦声响彻黑夜，身魂将分隔两地。","106","HunterSkill_202,2,HunterSkill_003,1","2,1,0","6","180","15","0","water","18","","","80,60,40,40,60,20,0","50,0,0,0"
"SlashAxe_075","淌雨流斧之雕字","slash-axe","狐斩斧【子规啼离恨】强化型。分离的恸哭沉寂于夜，拂晓的灯光迎来优美的斩斧。","107","HunterSkill_202,3,HunterSkill_003,1","3,2,1","8","210","15","0","water","23","","","80,60,40,40,60,70,0","50,0,0,0"
"SlashAxe_078","雷光战斧Ⅰ","slash-axe","利用海龙的力量，容纳雷霆之力的狩猎斧。每一记斩击都会绽放出苍蓝色光芒。","112","HunterSkill_214,1,HunterSkill_023,2","3,2,0","7","200","0","0","elec","25","","","70,50,40,100,40,50,0","50,0,0,0"
"SlashAxe_079","高压雷光战斧","slash-axe","雷光战斧的强化形态。采用最新技术将容纳的电流的压力推高到极限。","113","HunterSkill_214,1,HunterSkill_023,2","3,2,1","8","220","0","0","elec","30","","","60,40,30,80,60,80,0","50,0,0,0"
"SlashAxe_081","邪念征服锯刃","slash-axe","吞噬隐藏性能的异形之宠辱。苛虐的苦痛终将觉醒，化为永远吞噬天地的畸变。","114","","3,3,3","8","200","-10","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"SlashAxe_082","邪念征服锯刃","slash-axe","吞噬隐藏性能的异形之宠辱。苛虐的苦痛终将觉醒，化为永远吞噬天地的畸变。","115","","3,3,3","8","180","15","0","","","","","140,40,40,50,70,10,0","50,0,0,0"
"SlashAxe_083","邪念征服锯刃","slash-axe","吞噬隐藏性能的异形之宠辱。苛虐的苦痛终将觉醒，化为永远吞噬天地的畸变。","116","","3,3,3","8","190","0","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"Tachi_000","希望之刀Ⅰ","tachi","为调查东部地区而特别制作的太刀。可将练气包覆在刀刃上，使出各式各样的斩击。","0","","0,0,0","1","90","0","0","","","","","50,60,40,50,0,0,0","50,0,0,0"
"Tachi_001","希望之刀Ⅱ","tachi","为调查东部地区而特别制作的太刀。可将练气包覆在刀刃上，使出各式各样的斩击。","1","HunterSkill_046,1","0,0,0","1","100","0","0","","","","","40,50,50,60,0,0,0","50,0,0,0"
"Tachi_002","希望之刀Ⅲ","tachi","为调查东部地区而特别制作的太刀。可将练气包覆在刀刃上，使出各式各样的斩击。","2","HunterSkill_046,1,HunterSkill_001,1","0,0,0","3","130","0","0","","","","","50,60,60,80,0,0,0","50,0,0,0"
"Tachi_003","希望之刀Ⅳ","tachi","为调查东部地区而特别制作的太刀。可将练气包覆在刀刃上，使出各式各样的斩击。","3","HunterSkill_046,2,HunterSkill_001,1","2,1,0","5","160","0","0","","","","","50,60,70,70,50,0,0","50,0,0,0"
"Tachi_004","希望之刀Ⅴ","tachi","为调查东部地区而特别制作的太刀。可将练气包覆在刀刃上，使出各式各样的斩击。","4","HunterSkill_046,2,HunterSkill_001,1","3,2,0","7","190","0","0","","","","","50,60,60,80,50,50,0","50,0,0,0"
"Tachi_008","煌雷刀Ⅰ","tachi","带有煌雷龙雷电的太刀。精细打磨而成的刀刃导电性能优异，能用带电的一闪令猎物瞬间倒地。","26","HunterSkill_022,1,HunterSkill_030,1","0,0,0","3","140","0","0","elec","15","","","10,10,150,80,0,0,0","50,0,0,0"
"Tachi_009","煌雷刀Ⅱ","tachi","带有煌雷龙雷电的太刀。精细打磨而成的刀刃导电性能优异，能用带电的一闪令猎物瞬间倒地。","27","HunterSkill_022,1,HunterSkill_030,1","2,1,0","5","170","0","0","elec","19","","","10,10,130,100,50,0,0","50,0,0,0"
"Tachi_010","煌雷刀Ⅲ","tachi","带有煌雷龙雷电的太刀。精细打磨而成的刀刃导电性能优异，能用带电的一闪令猎物瞬间倒地。","28","HunterSkill_022,2,HunterSkill_030,1","3,2,0","7","200","0","0","elec","22","","","10,10,120,80,80,50,0","50,0,0,0"
"Tachi_011","煌雷霹雳刀","tachi","经过强化的煌雷刀。只需轻轻一挥即可招来雷暴如瀑，劈山碎石。","29","HunterSkill_022,2,HunterSkill_030,1","3,2,1","8","220","0","0","elec","25","","","10,10,110,70,70,80,0","50,0,0,0"
"Tachi_016","太刀参宿五Ⅰ","tachi","用千刃龙的刃重叠制成的太刀。金光闪闪的刀刃无论经过多少次打磨，都不会受损。","109","HunterSkill_217,1","3,2,0","7","190","25","0","","","","","50,70,100,60,70,0,0","0,50,0,0"
"Tachi_017","叛刃参宿五","tachi","绝不腐朽的千刃。太刀参宿五的强化形态，是一把斩尽世间万物的革命之刀。","110","HunterSkill_217,1","3,2,1","8","210","25","0","","","","","50,70,100,50,60,20,0","50,0,0,0"
"Tachi_021","钢铁of真实Ⅰ","tachi","为持有者带来恸哭诅咒的黑蚀龙妖刀。泛着微光的魔眼，会将对视之人引向黄泉。","65","HunterSkill_003,3","3,2,0","7","180","20","0","dragon","27","","","50,70,80,70,40,40,0","50,0,0,0"
"Tachi_022","钢铁of律法","tachi","唤出无尽折磨的地狱，是强化型的钢铁of真实。被砍伤者会尝到永远持续的剧痛。","66","HunterSkill_003,3","3,2,1","8","210","20","0","dragon","30","","","50,50,80,60,40,70,0","50,0,0,0"
"Tachi_026","波涛刀Ⅰ","tachi","使用波衣龙素材制作的太刀。刀鞘吸收的水分使得刀身始终保持湿润，反射的光芒散发妖艳的光辉。","35","HunterSkill_023,2","0,0,0","3","160","-15","0","water","20","","","50,70,100,30,0,0,0","50,0,0,0"
"Tachi_027","波涛刀Ⅱ","tachi","使用波衣龙素材制作的太刀。刀鞘吸收的水分使得刀身始终保持湿润，反射的光芒散发妖艳的光辉。","36","HunterSkill_023,2","2,1,0","5","190","-15","0","water","26","","","60,70,120,50,0,0,0","50,0,0,0"
"Tachi_028","波涛刀Ⅲ","tachi","使用波衣龙素材制作的太刀。刀鞘吸收的水分使得刀身始终保持湿润，反射的光芒散发妖艳的光辉。","37","HunterSkill_023,3","3,2,0","7","220","-15","0","water","32","","","60,70,120,80,20,0,0","50,0,0,0"
"Tachi_029","狂澜波涛刀","tachi","凛冽之气更盛的强化版波涛刀。为面对不断袭来的巨浪依然逆流而上的勇士劈开新的道路。","38","HunterSkill_023,3","3,2,1","8","240","-15","0","water","35","","","60,60,100,80,50,0,0","10,40,0,0"
"Tachi_034","风钩刀Ⅰ","tachi","使用风铗龙素材打造的太刀。向内弯曲的刀身会画出独一无二的轨迹击倒对手。","17","HunterSkill_022,2,HunterSkill_055,1","0,0,0","3","140","0","0","ice","18","","","50,60,80,60,0,0,0","50,0,0,0"
"Tachi_035","风钩刀Ⅱ","tachi","使用风铗龙素材打造的太刀。向内弯曲的刀身会画出独一无二的轨迹击倒对手。","18","HunterSkill_022,2,HunterSkill_055,1","2,1,0","5","170","0","0","ice","23","","","50,50,70,100,30,0,0","50,0,0,0"
"Tachi_036","风钩刀Ⅲ","tachi","使用风铗龙素材打造的太刀。向内弯曲的刀身会画出独一无二的轨迹击倒对手。","19","HunterSkill_022,3,HunterSkill_055,1","3,2,0","7","200","0","0","ice","27","","","50,50,50,30,140,30,0","50,0,0,0"
"Tachi_037","切蚀风铗刀","tachi","风铗刀的强化版，据传曾是乱世豪杰的佩刀。释放的连击带有强风，碾压对手。","20","HunterSkill_022,3,HunterSkill_055,1","3,2,1","8","220","0","0","ice","30","","","50,50,50,30,120,50,0","50,0,0,0"
"Tachi_042","炎尾锉Ⅰ","tachi","刀身使用炎尾龙鳞铸造的太刀。通过拔刀将刀鞘口射出的油点燃，以带火之刃斩向猎物。","21","HunterSkill_030,1","0,0,0","1","100","5","0","fire","10","","","50,70,50,30,0,0,0","50,0,0,0"
"Tachi_043","炎尾锉Ⅱ","tachi","刀身使用炎尾龙鳞铸造的太刀。通过拔刀将刀鞘口射出的油点燃，以带火之刃斩向猎物。","22","HunterSkill_030,2","0,0,0","3","140","5","0","fire","12","","","50,80,60,60,0,0,0","50,0,0,0"
"Tachi_044","炎尾锉Ⅲ","tachi","刀身使用炎尾龙鳞铸造的太刀。通过拔刀将刀鞘口射出的油点燃，以带火之刃斩向猎物。","23","HunterSkill_030,2","2,1,0","5","170","5","0","fire","15","","","70,80,80,50,20,0,0","50,0,0,0"
"Tachi_045","炎尾锉Ⅳ","tachi","刀身使用炎尾龙鳞铸造的太刀。通过拔刀将刀鞘口射出的油点燃，以带火之刃斩向猎物。","24","HunterSkill_030,3","3,2,0","7","210","5","0","fire","17","","","70,80,80,80,40,0,0","50,0,0,0"
"Tachi_046","火石炎尾锉","tachi","刀身经过进一步锤炼的强化版炎尾锉。熊熊燃烧的刀刃发出斩击，可将攻击范围的一切都统统切断。","25","HunterSkill_030,3","3,2,1","8","230","5","0","fire","20","","","60,70,80,80,60,0,0","50,0,0,0"
"Tachi_050","铁刀Ⅰ","tachi","东方传入的加工技术制成的剑。仔细地加工过的刀刃既强韧且耐用，但须注意保养。","9","HunterSkill_029,1","0,0,0","2","120","0","0","","","","","30,40,90,40,0,0,0","50,0,0,0"
"Tachi_051","铁刀Ⅱ","tachi","东方传入的加工技术制成的剑。仔细地加工过的刀刃既强韧且耐用，但须注意保养。","10","HunterSkill_029,2","1,0,0","4","160","0","0","","","","","30,60,90,70,0,0,0","50,0,0,0"
"Tachi_052","铁刀Ⅲ","tachi","东方传入的加工技术制成的剑。仔细地加工过的刀刃既强韧且耐用，但须注意保养。","11","HunterSkill_029,3","2,1,0","6","190","0","0","","","","","30,70,90,60,50,0,0","50,0,0,0"
"Tachi_053","铁锯刀","tachi","通过锯齿状的刀刃提升了攻击力的太刀。由于其独特的切割感，需要熟练的技巧才能驾驭。","12","HunterSkill_029,3","3,2,1","8","220","0","0","","","","","30,60,90,70,50,50,0","50,0,0,0"
"Tachi_058","飞龙刀【白】Ⅰ","tachi","以护火龙素材制作的太刀。能带给持有者如熊熊烈火一般绝不屈服的斗志。","6","HunterSkill_004,1,HunterSkill_003,1","1,0,0","4","160","15","0","fire","21","","","50,100,60,40,0,0,0","50,0,0,0"
"Tachi_059","飞龙刀【白】Ⅱ","tachi","以护火龙素材制作的太刀。能带给持有者如熊熊烈火一般绝不屈服的斗志。","7","HunterSkill_004,1,HunterSkill_003,1","2,1,0","6","180","15","0","fire","26","","","50,120,50,40,40,0,0","20,30,0,0"
"Tachi_060","飞龙刀【百合】","tachi","强化后的飞龙刀【白】。在皓白之力的涌流中，可以感受到高贵的王者之魂。","8","HunterSkill_004,1,HunterSkill_003,1","3,2,1","8","210","15","0","fire","30","","","50,150,50,40,40,20,0","50,0,0,0"
"Tachi_066","飞龙刀【朱】Ⅰ","tachi","使用火龙素材制成，染上晚霞色彩的飞龙刀。朱红且强韧的刀刃会在刀落时，给敌人一场热浪与爆炎的洗礼。","63","HunterSkill_002,3","2,1,0","6","180","10","0","fire","29","","","100,70,50,30,50,0,0","50,0,0,0"
"Tachi_067","飞龙刀【枫】","tachi","破晓色的飞龙刀【朱】强化型。斩击的同时会使周围陷入火海并化作焦土。","64","HunterSkill_002,3","3,2,1","8","200","10","0","fire","35","","","100,70,50,40,50,40,0","50,0,0,0"
"Tachi_071","飞龙刀【翠】Ⅰ","tachi","使用雌火龙的素材制成的深绿色飞龙刀。是一把兼具高锋利度以及高威力的宝刀。","60","HunterSkill_056,2,HunterSkill_141,1","2,1,0","5","160","15","0","poison","14","","","50,70,40,100,40,0,0","50,0,0,0"
"Tachi_072","飞龙刀【翠】Ⅱ","tachi","使用雌火龙的素材制成的深绿色飞龙刀。是一把兼具高锋利度以及高威力的宝刀。","61","HunterSkill_056,3,HunterSkill_141,1","3,2,0","7","190","15","0","poison","17","","","40,80,40,120,30,40,0","50,0,0,0"
"Tachi_073","飞龙刀【葵】","tachi","飞龙刀【翠】改良后的强化版。是一把锋利度和威力都堪称一流的名刀。","62","HunterSkill_056,3,HunterSkill_141,1","3,2,1","8","210","15","0","poison","20","","","40,80,30,110,30,60,0","50,0,0,0"
"Tachi_076","刺花刀Ⅰ","tachi","刺花蜘蛛素材的太刀，刀和鞘的颜色形成鲜明对比。被其斩击的猎物将受到麻痹毒的侵蚀。","51","HunterSkill_029,1","0,0,0","1","100","10","0","paralyse","10","","","50,50,40,60,0,0,0","50,0,0,0"
"Tachi_077","刺花刀Ⅱ","tachi","刺花蜘蛛素材的太刀，刀和鞘的颜色形成鲜明对比。被其斩击的猎物将受到麻痹毒的侵蚀。","52","HunterSkill_029,1,HunterSkill_056,1","0,0,0","3","120","10","0","paralyse","13","","","70,50,30,100,0,0,0","50,0,0,0"
"Tachi_078","刺花刀Ⅲ","tachi","刺花蜘蛛素材的太刀，刀和鞘的颜色形成鲜明对比。被其斩击的猎物将受到麻痹毒的侵蚀。","53","HunterSkill_029,1,HunterSkill_056,1","2,1,0","5","150","15","0","paralyse","18","","","70,50,30,100,50,0,0","50,0,0,0"
"Tachi_079","刺花刀Ⅳ","tachi","刺花蜘蛛素材的太刀，刀和鞘的颜色形成鲜明对比。被其斩击的猎物将受到麻痹毒的侵蚀。","54","HunterSkill_029,2,HunterSkill_056,1","3,2,0","7","180","15","0","paralyse","21","","","70,50,30,90,60,50,0","50,0,0,0"
"Tachi_080","毒蛛刺花刀","tachi","使用优质素材制作的刺花刀强化版。行云流水般的斩击会画出绚丽的红色轨迹。","55","HunterSkill_029,2,HunterSkill_056,1","3,2,1","8","200","15","0","paralyse","25","","","70,50,30,60,40,100,0","50,0,0,0"
"Tachi_084","血泪Ⅰ","tachi","让人联想到影蜘蛛脚的细长太刀。其锋利度之高，能够让猎物在不知不觉中断气。","56","HunterSkill_023,2","0,0,0","3","120","10","0","sleep","13","","","70,50,30,100,0,0,0","50,0,0,0"
"Tachi_085","血泪Ⅱ","tachi","让人联想到影蜘蛛脚的细长太刀。其锋利度之高，能够让猎物在不知不觉中断气。","57","HunterSkill_023,2","2,1,0","5","150","15","0","sleep","18","","","70,50,30,100,50,0,0","50,0,0,0"
"Tachi_086","血泪Ⅲ","tachi","让人联想到影蜘蛛脚的细长太刀。其锋利度之高，能够让猎物在不知不觉中断气。","58","HunterSkill_023,3","3,2,0","7","180","15","0","sleep","22","","","70,50,30,90,60,50,0","50,0,0,0"
"Tachi_087","血之尖叫","tachi","在那以柔韧见长的刀身上增加厚度，以填补刚性的不足。是血泪的强化形态。","59","HunterSkill_023,3","3,2,1","8","200","15","0","sleep","25","","","70,50,30,60,40,100,0","50,0,0,0"
"Tachi_092","骨制弯刀Ⅰ","tachi","以骨素材切削而成的太刀。通过切除多余的部分实现了轻量化，能够使出迅捷的连击。","30","HunterSkill_022,1","0,0,0","1","110","0","0","","","","","50,80,70,0,0,0,0","40,10,0,0"
"Tachi_093","骨制弯刀Ⅱ","tachi","以骨素材切削而成的太刀。通过切除多余的部分实现了轻量化，能够使出迅捷的连击。","31","HunterSkill_022,1,HunterSkill_000,1","0,0,0","2","130","0","0","","","","","50,50,100,0,0,0,0","20,30,0,0"
"Tachi_094","骨制弯刀Ⅲ","tachi","以骨素材切削而成的太刀。通过切除多余的部分实现了轻量化，能够使出迅捷的连击。","32","HunterSkill_022,2,HunterSkill_000,1","1,0,0","4","170","0","0","","","","","50,70,100,30,0,0,0","50,0,0,0"
"Tachi_095","骨制弯刀Ⅳ","tachi","以骨素材切削而成的太刀。通过切除多余的部分实现了轻量化，能够使出迅捷的连击。","33","HunterSkill_022,3,HunterSkill_000,1","2,1,0","6","200","0","0","","","","","50,70,80,100,0,0,0","50,0,0,0"
"Tachi_096","硬骨弯刀","tachi","通过仔细研磨而获得更高锋利度的骨制弯刀强化版。千万不要小瞧骨质的刀刃。","34","HunterSkill_022,3,HunterSkill_000,1","3,2,1","8","230","0","0","","","","","50,60,70,70,100,0,0","50,0,0,0"
"Tachi_100","护雷白刀Ⅰ","tachi","使用护雷颚龙素材制作的太刀。唯有能以理性抑制蛮勇之力者方可使用。","67","HunterSkill_003,3","2,1,0","6","180","20","0","elec","29","","","40,100,110,50,0,0,0","10,40,0,0"
"Tachi_101","狂暴护雷牙刀","tachi","护雷白刀的强化版，具备强大到足以扭曲常理的力量。如果沉溺于这份力量，将会自取灭亡。","68","HunterSkill_003,3","3,2,1","8","210","20","0","elec","35","","","40,90,120,50,50,0,0","0,50,0,0"
"Tachi_105","沼喷锯Ⅰ","tachi","使用沼喷龙素材制作的锯型太刀。刀刃渗出的毒液可在攻击的同时投毒。","13","HunterSkill_023,2","0,0,0","3","140","0","0","poison","15","","","50,60,100,40,0,0,0","50,0,0,0"
"Tachi_106","沼喷锯Ⅱ","tachi","使用沼喷龙素材制作的锯型太刀。刀刃渗出的毒液可在攻击的同时投毒。","14","HunterSkill_023,2","2,1,0","5","170","0","0","poison","19","","","50,50,100,90,10,0,0","50,0,0,0"
"Tachi_107","沼喷锯Ⅲ","tachi","使用沼喷龙素材制作的锯型太刀。刀刃渗出的毒液可在攻击的同时投毒。","15","HunterSkill_023,3","3,2,0","7","200","0","0","poison","22","","","60,50,100,30,100,10,0","50,0,0,0"
"Tachi_108","沼喷刺尾鲷毒锯","tachi","沼喷锯的强化型，提高了斩断目标部位的效率。猎物的每次挣扎都会引起刀刃震动，注入更高浓度的毒。","16","HunterSkill_023,3","3,2,1","8","220","0","0","poison","25","","","40,50,100,30,100,30,0","50,0,0,0"
"Tachi_113","辟蛮刀Ⅰ","tachi","使用辟兽素材锻造的太刀。据说遇到碍事者便会伴随着低吼自动出鞘。","39","HunterSkill_030,1","0,0,0","2","140","-5","20","","","","","30,90,80,0,0,0,0","20,30,0,0"
"Tachi_114","辟蛮刀Ⅱ","tachi","使用辟兽素材锻造的太刀。据说遇到碍事者便会伴随着低吼自动出鞘。","40","HunterSkill_030,2","1,0,0","4","180","-5","20","","","","","40,90,90,30,0,0,0","50,0,0,0"
"Tachi_115","辟蛮刀Ⅲ","tachi","使用辟兽素材锻造的太刀。据说遇到碍事者便会伴随着低吼自动出鞘。","41","HunterSkill_030,3","2,1,0","6","210","-5","20","","","","","50,80,90,60,20,0,0","50,0,0,0"
"Tachi_121","雪狮焰型刀Ⅰ","tachi","有着波浪形剑身的雪狮子王太刀。寒气在剑鞘中逐渐增强，于拔刀的那一刻如海啸般扑向对手。","69","HunterSkill_029,3","2,1,0","6","200","-10","0","ice","16","","","50,30,100,80,40,0,0","50,0,0,0"
"Tachi_122","狮王焰型刀","tachi","寒气得到强化的雪狮焰型刀。据说其斩击可将火神的烈焰一刀两断，连灵魂都能冻结。","70","HunterSkill_029,3","3,2,1","8","230","-10","0","ice","20","","","50,30,100,80,50,40,0","50,0,0,0"
"Tachi_126","护辟蛮刀Ⅰ","tachi","以护辟兽素材制作的太刀。面对拦路之辈无需留情，以蛮力将其埋葬于大地！","48","HunterSkill_023,2","1,0,0","4","180","-15","0","","","","","30,70,120,30,0,0,0","50,0,0,0"
"Tachi_127","护辟蛮刀Ⅱ","tachi","以护辟兽素材制作的太刀。面对拦路之辈无需留情，以蛮力将其埋葬于大地！","49","HunterSkill_023,3","2,1,0","6","220","-15","0","","","","","50,100,100,50,0,0,0","50,0,0,0"
"Tachi_128","狂暴护辟蛮刀","tachi","强化后的护辟蛮刀。手持此武器之人将成为狂暴的化身，被破坏的冲动所支配。","50","HunterSkill_023,3","3,2,1","8","250","-15","0","","","","","50,70,90,90,50,0,0","20,30,0,0"
"Tachi_134","护锁刃刀Ⅰ","tachi","以护锁刃龙素材制作的太刀。随着一次次与龙对峙，会感觉刀柄与手愈发融为一体。","43","HunterSkill_022,2","1,1,0","4","170","-10","0","dragon","14","","","100,30,90,30,0,0,0","50,0,0,0"
"Tachi_135","护锁刃刀Ⅱ","tachi","以护锁刃龙素材制作的太刀。随着一次次与龙对峙，会感觉刀柄与手愈发融为一体。","44","HunterSkill_022,2","2,2,0","6","210","-10","0","dragon","17","","","100,60,90,50,0,0,0","10,40,0,0"
"Tachi_136","护锁刃刀·兰斯洛特","tachi","强化后的护锁刃刀。永远剑指天下不公，为他人而战之剑。","45","HunterSkill_022,2","3,3,1","8","240","-10","0","dragon","20","","","100,70,50,80,50,0,0","10,40,0,0"
"Tachi_142","锁刃刀Ⅰ","tachi","使用锁刃龙素材制作的太刀。乃古代骑士消灭巨龙时曾用的太刀。","46","HunterSkill_022,3","3,2,0","7","200","0","0","dragon","32","","","50,50,50,80,90,30,0","50,0,0,0"
